Timestamp (s),Time Format (HH:MM:SS),Value
184.000,00:03:04,5578.0
186.000,00:03:06,5578.0
188.000,00:03:08,5578.0
190.000,00:03:10,5578.0
192.000,00:03:12,5578.0
194.000,00:03:14,5578.0
196.000,00:03:16,5578.0
198.000,00:03:18,5578.0
200.000,00:03:20,5578.0
202.000,00:03:22,5578.0
204.000,00:03:24,5578.0
206.000,00:03:26,5578.0
208.000,00:03:28,5578.0
210.000,00:03:30,5578.0
212.000,00:03:32,5576.0
214.000,00:03:34,5576.0
216.000,00:03:36,5576.0
218.000,00:03:38,5576.0
220.000,00:03:40,5576.0
222.000,00:03:42,5576.0
224.000,00:03:44,5576.0
226.000,00:03:46,5576.0
228.000,00:03:48,5576.0
230.000,00:03:50,5576.0
232.000,00:03:52,5576.0
234.000,00:03:54,5576.0
236.000,00:03:56,5576.0
238.000,00:03:58,5576.0
240.000,00:04:00,5576.0
242.000,00:04:02,5578.0
244.000,00:04:04,5578.0
246.000,00:04:06,5578.0
248.000,00:04:08,5578.0
250.000,00:04:10,5578.0
252.000,00:04:12,5578.0
254.000,00:04:14,5578.0
256.000,00:04:16,5578.0
258.000,00:04:18,5578.0
260.000,00:04:20,5578.0
262.000,00:04:22,5578.0
264.000,00:04:24,5578.0
266.000,00:04:26,5578.0
268.000,00:04:28,5578.0
270.000,00:04:30,5578.0
272.000,00:04:32,5578.0
274.000,00:04:34,5578.0
276.000,00:04:36,5578.0
278.000,00:04:38,5578.0
280.000,00:04:40,5578.0
282.000,00:04:42,5578.0
284.000,00:04:44,5578.0
286.000,00:04:46,5578.0
288.000,00:04:48,5578.0
290.000,00:04:50,5578.0
292.000,00:04:52,5578.0
294.000,00:04:54,5578.0
296.000,00:04:56,5578.0
298.000,00:04:58,5578.0
300.000,00:05:00,5578.0
302.000,00:05:02,5578.0
304.000,00:05:04,5578.0
306.000,00:05:06,5578.0
308.000,00:05:08,5578.0
310.000,00:05:10,5578.0
312.000,00:05:12,5578.0
314.000,00:05:14,5578.0
316.000,00:05:16,5578.0
318.000,00:05:18,5578.0
320.000,00:05:20,5578.0
322.000,00:05:22,5578.0
324.000,00:05:24,5578.0
326.000,00:05:26,5578.0
328.000,00:05:28,5578.0
330.000,00:05:30,5578.0
332.000,00:05:32,5578.0
334.000,00:05:34,5578.0
336.000,00:05:36,5578.0
338.000,00:05:38,5578.0
340.000,00:05:40,5578.0
342.000,00:05:42,5578.0
344.000,00:05:44,5578.0
346.000,00:05:46,5578.0
348.000,00:05:48,5578.0
350.000,00:05:50,5578.0
352.000,00:05:52,5578.0
354.000,00:05:54,5578.0
356.000,00:05:56,5578.0
358.000,00:05:58,5578.0
360.000,00:06:00,5578.0
362.000,00:06:02,5578.0
364.000,00:06:04,5578.0
366.000,00:06:06,5578.0
368.000,00:06:08,5578.0
370.000,00:06:10,5578.0
372.000,00:06:12,5578.0
374.000,00:06:14,5578.0
376.000,00:06:16,5578.0
378.000,00:06:18,5578.0
380.000,00:06:20,5578.0
382.000,00:06:22,5578.0
384.000,00:06:24,5578.0
386.000,00:06:26,5578.0
388.000,00:06:28,5578.0
390.000,00:06:30,5578.0
392.000,00:06:32,5578.0
394.000,00:06:34,5578.0
396.000,00:06:36,5578.0
398.000,00:06:38,5578.0
400.000,00:06:40,5578.0
402.000,00:06:42,5578.0
404.000,00:06:44,5578.0
406.000,00:06:46,5578.0
408.000,00:06:48,5578.0
410.000,00:06:50,5578.0
412.000,00:06:52,5578.0
414.000,00:06:54,5578.0
416.000,00:06:56,5578.0
418.000,00:06:58,5578.0
420.000,00:07:00,5578.0
422.000,00:07:02,5578.0
424.000,00:07:04,5578.0
426.000,00:07:06,5578.0
428.000,00:07:08,5578.0
430.000,00:07:10,5578.0
432.000,00:07:12,5578.0
434.000,00:07:14,5578.0
436.000,00:07:16,5578.0
438.000,00:07:18,5578.0
440.000,00:07:20,5578.0
442.000,00:07:22,5578.0
444.000,00:07:24,5578.0
446.000,00:07:26,5578.0
448.000,00:07:28,5578.0
450.000,00:07:30,5578.0
452.000,00:07:32,5578.0
454.000,00:07:34,5578.0
456.000,00:07:36,5578.0
458.000,00:07:38,5578.0
460.000,00:07:40,5578.0
462.000,00:07:42,5578.0
464.000,00:07:44,5578.0
466.000,00:07:46,5578.0
468.000,00:07:48,5578.0
470.000,00:07:50,5578.0
472.000,00:07:52,5578.0
474.000,00:07:54,5578.0
476.000,00:07:56,5578.0
478.000,00:07:58,5578.0
480.000,00:08:00,5578.0
482.000,00:08:02,5578.0
484.000,00:08:04,5578.0
486.000,00:08:06,5578.0
488.000,00:08:08,5578.0
490.000,00:08:10,5578.0
492.000,00:08:12,5578.0
494.000,00:08:14,5578.0
496.000,00:08:16,5578.0
498.000,00:08:18,5578.0
500.000,00:08:20,5578.0
502.000,00:08:22,5578.0
504.000,00:08:24,5578.0
506.000,00:08:26,5578.0
508.000,00:08:28,5578.0
510.000,00:08:30,5578.0
512.000,00:08:32,5578.0
514.000,00:08:34,5578.0
516.000,00:08:36,5578.0
518.000,00:08:38,5578.0
520.000,00:08:40,5578.0
522.000,00:08:42,5578.0
524.000,00:08:44,5578.0
526.000,00:08:46,5578.0
528.000,00:08:48,5578.0
530.000,00:08:50,5578.0
532.000,00:08:52,5578.0
534.000,00:08:54,5578.0
536.000,00:08:56,5578.0
538.000,00:08:58,5578.0
540.000,00:09:00,5578.0
542.000,00:09:02,5578.0
544.000,00:09:04,5578.0
546.000,00:09:06,5578.0
548.000,00:09:08,5578.0
550.000,00:09:10,5578.0
552.000,00:09:12,5578.0
554.000,00:09:14,5578.0
556.000,00:09:16,5578.0
558.000,00:09:18,5578.0
560.000,00:09:20,5578.0
562.000,00:09:22,5578.0
564.000,00:09:24,5578.0
566.000,00:09:26,5578.0
568.000,00:09:28,5578.0
570.000,00:09:30,5578.0
572.000,00:09:32,5578.0
574.000,00:09:34,5578.0
576.000,00:09:36,5578.0
578.000,00:09:38,5578.0
580.000,00:09:40,5578.0
582.000,00:09:42,5578.0
584.000,00:09:44,5578.0
586.000,00:09:46,5578.0
588.000,00:09:48,5578.0
590.000,00:09:50,55780
592.000,00:09:52,5578.0
594.000,00:09:54,5578.0
596.000,00:09:56,5578.0
598.000,00:09:58,5578.0
600.000,00:10:00,5578.0
602.000,00:10:02,5578.0
604.000,00:10:04,5578.0
606.000,00:10:06,5578.0
608.000,00:10:08,5578.0
610.000,00:10:10,5578.0
612.000,00:10:12,5578.0
614.000,00:10:14,5578.0
616.000,00:10:16,5578.0
618.000,00:10:18,5578.0
620.000,00:10:20,5578.0
622.000,00:10:22,5578.0
624.000,00:10:24,5578.0
626.000,00:10:26,5578.0
628.000,00:10:28,5578.0
630.000,00:10:30,5578.0
632.000,00:10:32,5578.0
634.000,00:10:34,5578.0
636.000,00:10:36,5578.0
638.000,00:10:38,5578.0
640.000,00:10:40,5578.0
642.000,00:10:42,5578.0
644.000,00:10:44,5578.0
646.000,00:10:46,5578.0
648.000,00:10:48,5578.0
650.000,00:10:50,5578.0
652.000,00:10:52,5578.0
654.000,00:10:54,5578.0
656.000,00:10:56,5578.0
658.000,00:10:58,5578.0
660.000,00:11:00,5578.0
662.000,00:11:02,5578.0
664.000,00:11:04,5578.0
666.000,00:11:06,5578.0
668.000,00:11:08,5578.0
670.000,00:11:10,5578.0
672.000,00:11:12,5578.0
674.000,00:11:14,5578.0
676.000,00:11:16,5578.0
678.000,00:11:18,5578.0
680.000,00:11:20,5578.0
682.000,00:11:22,5578.0
684.000,00:11:24,5578.0
686.000,00:11:26,5578.0
688.000,00:11:28,5578.0
690.000,00:11:30,5578.0
692.000,00:11:32,5578.0
694.000,00:11:34,5578.0
696.000,00:11:36,5578
698.000,00:11:38,5578
700.000,00:11:40,5578
702.000,00:11:42,5578
704.000,00:11:44,5578
706.000,00:11:46,5578
708.000,00:11:48,5578
710.000,00:11:50,5578.0
712.000,00:11:52,5578.0
714.000,00:11:54,5578.0
716.000,00:11:56,5578.0
718.000,00:11:58,5578.0
720.000,00:12:00,5578.0
722.000,00:12:02,5578.0
724.000,00:12:04,5578.0
726.000,00:12:06,5578.0
728.000,00:12:08,5578.0
730.000,00:12:10,5578.0
732.000,00:12:12,5578.0
734.000,00:12:14,5578.0
736.000,00:12:16,5578.0
738.000,00:12:18,5578.0
740.000,00:12:20,5578.0
742.000,00:12:22,5578.0
744.000,00:12:24,5578.0
746.000,00:12:26,5578.0
748.000,00:12:28,5578.0
750.000,00:12:30,5578.0
752.000,00:12:32,5578.0
754.000,00:12:34,5578.0
756.000,00:12:36,5578.0
758.000,00:12:38,5578.0
760.000,00:12:40,5578.0
762.000,00:12:42,5578.0
764.000,00:12:44,5578.0
766.000,00:12:46,5578.0
768.000,00:12:48,5578.0
770.000,00:12:50,5578.0
772.000,00:12:52,5578.0
774.000,00:12:54,5578.0
776.000,00:12:56,5578.0
778.000,00:12:58,5578.0
780.000,00:13:00,5578.0
782.000,00:13:02,5578.0
784.000,00:13:04,5578.0
786.000,00:13:06,5578.0
788.000,00:13:08,5578.0
790.000,00:13:10,5578.0
792.000,00:13:12,5578.0
794.000,00:13:14,5578.0
796.000,00:13:16,5578.0
798.000,00:13:18,5578.0
800.000,00:13:20,5578.0
802.000,00:13:22,5578.0
804.000,00:13:24,5578.0
806.000,00:13:26,5578.0
808.000,00:13:28,5578.0
810.000,00:13:30,5578.0
812.000,00:13:32,5578.0
814.000,00:13:34,5578.0
816.000,00:13:36,5578.0
818.000,00:13:38,5578.0
820.000,00:13:40,5578.0
822.000,00:13:42,5578.0
824.000,00:13:44,5578.0
826.000,00:13:46,5578.0
828.000,00:13:48,5578.0
830.000,00:13:50,5578.0
832.000,00:13:52,5578.0
834.000,00:13:54,5576.0
836.000,00:13:56,5576.0
838.000,00:13:58,5576.0
840.000,00:14:00,5576.0
842.000,00:14:02,5576.0
844.000,00:14:04,5576.0
846.000,00:14:06,5576.0
848.000,00:14:08,5576.0
850.000,00:14:10,5576.0
852.000,00:14:12,5576.0
854.000,00:14:14,5576.0
856.000,00:14:16,5576.0
858.000,00:14:18,5576.0
860.000,00:14:20,5576.0
862.000,00:14:22,5578.0
864.000,00:14:24,5578.0
866.000,00:14:26,5578.0
868.000,00:14:28,5578.0
870.000,00:14:30,5578.0
872.000,00:14:32,5578.0
874.000,00:14:34,5578.0
876.000,00:14:36,5578.0
878.000,00:14:38,5578.0
880.000,00:14:40,5578.0
882.000,00:14:42,5578.0
884.000,00:14:44,5578.0
886.000,00:14:46,5578.0
888.000,00:14:48,5578.0
890.000,00:14:50,5578.0
892.000,00:14:52,5578.0
894.000,00:14:54,5578.0
896.000,00:14:56,5578.0
898.000,00:14:58,5578.0
900.000,00:15:00,5578.0
902.000,00:15:02,5578.0
904.000,00:15:04,5578.0
906.000,00:15:06,5578.0
908.000,00:15:08,5578.0
910.000,00:15:10,5578.0
912.000,00:15:12,5578.0
914.000,00:15:14,5578.0
916.000,00:15:16,5578.0
918.000,00:15:18,5578.0
920.000,00:15:20,5578.0
922.000,00:15:22,5578.0
924.000,00:15:24,5578.0
926.000,00:15:26,5578.0
928.000,00:15:28,5578.0
930.000,00:15:30,5578.0
932.000,00:15:32,5578.0
934.000,00:15:34,5578.0
936.000,00:15:36,5578.0
938.000,00:15:38,5578.0
940.000,00:15:40,5578.0
942.000,00:15:42,5578.0
944.000,00:15:44,5578.0
946.000,00:15:46,5578.0
948.000,00:15:48,5578.0
950.000,00:15:50,5578.0
952.000,00:15:52,5578.0
954.000,00:15:54,5578.0
956.000,00:15:56,5578.0
958.000,00:15:58,5578.0
960.000,00:16:00,5578.0
962.000,00:16:02,5578.0
964.000,00:16:04,5578.0
966.000,00:16:06,5578.0
968.000,00:16:08,5578.0
970.000,00:16:10,5578.0
972.000,00:16:12,5578.0
974.000,00:16:14,5578.0
976.000,00:16:16,5578.0
978.000,00:16:18,5578.0
980.000,00:16:20,5578.0
982.000,00:16:22,5578.0
984.000,00:16:24,5578.0
986.000,00:16:26,5578.0
988.000,00:16:28,5578.0
990.000,00:16:30,5578.0
992.000,00:16:32,5578.0
994.000,00:16:34,5578.0
996.000,00:16:36,5578.0
998.000,00:16:38,5578.0
1000.000,00:16:40,5578.0
1002.000,00:16:42,5578.0
1004.000,00:16:44,5578.0
1006.000,00:16:46,5578.0
1008.000,00:16:48,5578.0
1010.000,00:16:50,5578.0
1012.000,00:16:52,5578.0
1014.000,00:16:54,5578.0
1016.000,00:16:56,5578.0
1018.000,00:16:58,5578.0
1020.000,00:17:00,5578.0
1022.000,00:17:02,5578.0
1024.000,00:17:04,5578.0
1026.000,00:17:06,5578.0
1028.000,00:17:08,5578.0
1030.000,00:17:10,5578.0
1032.000,00:17:12,5578.0
1034.000,00:17:14,5578.0
1036.000,00:17:16,5578.0
1038.000,00:17:18,5578.0
1040.000,00:17:20,5578.0
1042.000,00:17:22,5578.0
1044.000,00:17:24,5578.0
1046.000,00:17:26,5578.0
1048.000,00:17:28,5578.0
1050.000,00:17:30,5578.0
1052.000,00:17:32,5578.0
1054.000,00:17:34,5578.0
1056.000,00:17:36,5578.0
1058.000,00:17:38,5578.0
1060.000,00:17:40,5578.0
1062.000,00:17:42,5578.0
1064.000,00:17:44,5578.0
1066.000,00:17:46,5578.0
1068.000,00:17:48,55715
1070.000,00:17:50,55715
1072.000,00:17:52,55715
1074.000,00:17:54,55715
1076.000,00:17:56,55715
1078.000,00:17:58,55715
1080.000,00:18:00,55715
1082.000,00:18:02,55715
1084.000,00:18:04,55715
1086.000,00:18:06,55715
1088.000,00:18:08,55715
1090.000,00:18:10,55715
1092.000,00:18:12,55715
1094.000,00:18:14,5578.0
1096.000,00:18:16,5578.0
1098.000,00:18:18,5578.0
1100.000,00:18:20,5578.0
1102.000,00:18:22,5578.0
1104.000,00:18:24,5578.0
1106.000,00:18:26,5578.0
1108.000,00:18:28,5578.0
1110.000,00:18:30,5578.0
1112.000,00:18:32,5578.0
1114.000,00:18:34,5578.0
1116.000,00:18:36,5578.0
1118.000,00:18:38,5578.0
1120.000,00:18:40,5578.0
1122.000,00:18:42,5578.0
1124.000,00:18:44,5578.0
1126.000,00:18:46,5578.0
1128.000,00:18:48,5578.0
1130.000,00:18:50,5578.0
1132.000,00:18:52,5578.0
1134.000,00:18:54,5578.0
1136.000,00:18:56,5578.0
1138.000,00:18:58,5578.0
1140.000,00:19:00,5578.0
1142.000,00:19:02,5578.0
1144.000,00:19:04,5578.0
1146.000,00:19:06,5578.0
1148.000,00:19:08,5578.0
1150.000,00:19:10,5578.0
1152.000,00:19:12,5578.0
1154.000,00:19:14,5578.0
1156.000,00:19:16,5578.0
1158.000,00:19:18,5578.0
1160.000,00:19:20,5578.0
1162.000,00:19:22,5578.0
1164.000,00:19:24,5578.0
1166.000,00:19:26,5578.0
1168.000,00:19:28,5578.0
1170.000,00:19:30,5578.0
1172.000,00:19:32,5578.0
1174.000,00:19:34,5578.0
1176.000,00:19:36,5578.0
1178.000,00:19:38,5578.0
1180.000,00:19:40,5578.0
1182.000,00:19:42,5578.0
1184.000,00:19:44,5578.0
1186.000,00:19:46,5578.0
1188.000,00:19:48,5578.0
1190.000,00:19:50,5578.0
1192.000,00:19:52,5578.0
1194.000,00:19:54,5578.0
1196.000,00:19:56,5578.0
1198.000,00:19:58,5578.0
1200.000,00:20:00,5578.0
1202.000,00:20:02,5578.0
1204.000,00:20:04,5578.0
1206.000,00:20:06,5578.0
1208.000,00:20:08,5577.5
1210.000,00:20:10,5577.5
1212.000,00:20:12,5578.0
1214.000,00:20:14,5578.0
1216.000,00:20:16,5578.0
1218.000,00:20:18,5578.0
1220.000,00:20:20,5578.0
1222.000,00:20:22,5578.0
1224.000,00:20:24,5578.0
1226.000,00:20:26,5577.5
1228.000,00:20:28,5577.5
1230.000,00:20:30,5577.5
1232.000,00:20:32,5577.5
1234.000,00:20:34,5571.5
1236.000,00:20:36,55715
1238.000,00:20:38,55715
1240.000,00:20:40,5571.5
1242.000,00:20:42,5571.5
1244.000,00:20:44,5571.5
1246.000,00:20:46,5571.5
1248.000,00:20:48,5571.5
1250.000,00:20:50,5571.5
1252.000,00:20:52,5571.5
1254.000,00:20:54,5571.5
1256.000,00:20:56,5571.5
1258.000,00:20:58,5571.5
1260.000,00:21:00,5571.5
1262.000,00:21:02,5571.5
1264.000,00:21:04,5571.5
1266.000,00:21:06,55715
1268.000,00:21:08,55715
1270.000,00:21:10,55715
1272.000,00:21:12,55715
1274.000,00:21:14,55715
1276.000,00:21:16,55715
1278.000,00:21:18,55715
1280.000,00:21:20,55715
1282.000,00:21:22,55715
1284.000,00:21:24,55715
1286.000,00:21:26,55715
1288.000,00:21:28,55715
1290.000,00:21:30,55715
1292.000,00:21:32,55715
1294.000,00:21:34,5577.5
1296.000,00:21:36,5571.5
1298.000,00:21:38,5571.5
1300.000,00:21:40,5571.5
1302.000,00:21:42,5571.5
1304.000,00:21:44,5571.5
1306.000,00:21:46,5571.5
1308.000,00:21:48,5571.5
1310.000,00:21:50,5571.5
1312.000,00:21:52,5571.5
1314.000,00:21:54,5571.5
1316.000,00:21:56,5571.5
1318.000,00:21:58,5571.5
1320.000,00:22:00,5571.5
1322.000,00:22:02,5571.5
1324.000,00:22:04,5571.5
1326.000,00:22:06,55715
1328.000,00:22:08,55775
1330.000,00:22:10,55775
1332.000,00:22:12,55775
1334.000,00:22:14,55775
1336.000,00:22:16,55775
1338.000,00:22:18,55775
1340.000,00:22:20,55775
1342.000,00:22:22,55775
1344.000,00:22:24,55775
1346.000,00:22:26,55775
1348.000,00:22:28,55775
1350.000,00:22:30,55775
1352.000,00:22:32,55775
1354.000,00:22:34,55775
1356.000,00:22:36,5571.5
1358.000,00:22:38,5571.5
1360.000,00:22:40,5571.5
1362.000,00:22:42,5571.5
1364.000,00:22:44,5571.5
1366.000,00:22:46,5571.5
1368.000,00:22:48,5571.5
1370.000,00:22:50,5571.5
1372.000,00:22:52,5571.5
1374.000,00:22:54,5571.5
1376.000,00:22:56,5571.5
1378.000,00:22:58,5571.5
1380.000,00:23:00,5571.5
1382.000,00:23:02,5571.5
1384.000,00:23:04,5571.5
1386.000,00:23:06,5571.5
1388.000,00:23:08,5571.5
1390.000,00:23:10,5571.5
1392.000,00:23:12,5571.5
1394.000,00:23:14,5571.5
1396.000,00:23:16,5571.5
1398.000,00:23:18,5571.5
1400.000,00:23:20,5571.5
1402.000,00:23:22,5571.5
1404.000,00:23:24,5571.5
1406.000,00:23:26,5571.5
1408.000,00:23:28,5571.5
1410.000,00:23:30,5571.5
1412.000,00:23:32,5571.5
1414.000,00:23:34,5571.5
1416.000,00:23:36,5571.5
1418.000,00:23:38,5571.5
1420.000,00:23:40,5571.5
1422.000,00:23:42,5571.5
1424.000,00:23:44,5571.5
1426.000,00:23:46,5571.5
1428.000,00:23:48,5571.5
1430.000,00:23:50,5571.5
1432.000,00:23:52,5571.5
1434.000,00:23:54,5571.5
1436.000,00:23:56,5571.5
1438.000,00:23:58,5571.5
1440.000,00:24:00,5571.5
1442.000,00:24:02,5571.5
1444.000,00:24:04,5571.5
1446.000,00:24:06,55715
1448.000,00:24:08,55775
1450.000,00:24:10,55775
1452.000,00:24:12,55775
1454.000,00:24:14,55775
1456.000,00:24:16,55775
1458.000,00:24:18,55775
1460.000,00:24:20,55775
1462.000,00:24:22,55775
1464.000,00:24:24,55775
1466.000,00:24:26,55775
1468.000,00:24:28,55775
1470.000,00:24:30,55775
1472.000,00:24:32,55775
1474.000,00:24:34,55775
1476.000,00:24:36,55775
1478.000,00:24:38,5571.5
1480.000,00:24:40,5571.5
1482.000,00:24:42,5571.5
1484.000,00:24:44,5571.5
1486.000,00:24:46,5571.5
1488.000,00:24:48,5571.5
1490.000,00:24:50,5571.5
1492.000,00:24:52,5571.5
1494.000,00:24:54,5571.5
1496.000,00:24:56,5571.5
1498.000,00:24:58,5571.5
1500.000,00:25:00,5571.5
1502.000,00:25:02,5571.5
1504.000,00:25:04,5571.5
1506.000,00:25:06,5571.5
1508.000,00:25:08,5571.5
1510.000,00:25:10,5571.5
1512.000,00:25:12,5571.5
1514.000,00:25:14,5571.5
1516.000,00:25:16,5571.5
1518.000,00:25:18,5571.5
1520.000,00:25:20,55715
1522.000,00:25:22,55715
1524.000,00:25:24,55715
1526.000,00:25:26,55715
1528.000,00:25:28,55715
1530.000,00:25:30,55715
1532.000,00:25:32,55715
1534.000,00:25:34,55715
1536.000,00:25:36,55715
1538.000,00:25:38,55715
1540.000,00:25:40,55715
1542.000,00:25:42,55715
1544.000,00:25:44,55715
1546.000,00:25:46,55715
1548.000,00:25:48,5571.5
1550.000,00:25:50,5571.5
1552.000,00:25:52,5571.5
1554.000,00:25:54,5571.5
1556.000,00:25:56,5571.5
1558.000,00:25:58,5571.5
1560.000,00:26:00,5571.5
1562.000,00:26:02,5571.5
1564.000,00:26:04,5571.5
1566.000,00:26:06,5571.5
1568.000,00:26:08,5571.5
1570.000,00:26:10,5571.5
1572.000,00:26:12,5571.5
1574.000,00:26:14,5571.5
1576.000,00:26:16,5571.5
1578.000,00:26:18,5571.5
1580.000,00:26:20,55715
1582.000,00:26:22,55715
1584.000,00:26:24,55715
1586.000,00:26:26,55715
1588.000,00:26:28,55715
1590.000,00:26:30,55715
1592.000,00:26:32,55715
1594.000,00:26:34,55715
1596.000,00:26:36,55715
1598.000,00:26:38,55715
1600.000,00:26:40,55715
1602.000,00:26:42,55715
1604.000,00:26:44,55715
1606.000,00:26:46,55715
1608.000,00:26:48,55775
1610.000,00:26:50,55715
1612.000,00:26:52,55715
1614.000,00:26:54,55715
1616.000,00:26:56,55715
1618.000,00:26:58,55715
1620.000,00:27:00,55715
1622.000,00:27:02,55715
1624.000,00:27:04,55715
1626.000,00:27:06,55715
1628.000,00:27:08,55715
1630.000,00:27:10,55715
1632.000,00:27:12,55715
1634.000,00:27:14,55715
1636.000,00:27:16,55715
1638.000,00:27:18,55715
1640.000,00:27:20,55715
1642.000,00:27:22,55715
1644.000,00:27:24,55715
1646.000,00:27:26,55715
1648.000,00:27:28,55715
1650.000,00:27:30,55715
1652.000,00:27:32,55715
1654.000,00:27:34,55715
1656.000,00:27:36,55715
1658.000,00:27:38,55715
1660.000,00:27:40,55715
1662.000,00:27:42,55715
1664.000,00:27:44,55715
1666.000,00:27:46,55715
1668.000,00:27:48,55715
1670.000,00:27:50,5571.5
1672.000,00:27:52,5571.5
1674.000,00:27:54,5571.5
1676.000,00:27:56,5571.5
1678.000,00:27:58,5571.5
1680.000,00:28:00,5571.5
1682.000,00:28:02,5571.5
1684.000,00:28:04,5571.5
1686.000,00:28:06,5571.5
1688.000,00:28:08,5571.5
1690.000,00:28:10,5571.5
1692.000,00:28:12,5571.5
1694.000,00:28:14,5571.5
1696.000,00:28:16,5571.5
1698.000,00:28:18,5571.5
1700.000,00:28:20,5571.5
1702.000,00:28:22,5571.5
1704.000,00:28:24,5571.5
1706.000,00:28:26,5571.5
1708.000,00:28:28,5571.5
1710.000,00:28:30,5578.0
1712.000,00:28:32,5578.0
1714.000,00:28:34,5578.0
1716.000,00:28:36,5578.0
1718.000,00:28:38,5578.0
1720.000,00:28:40,5571.5
1722.000,00:28:42,5571.5
1724.000,00:28:44,5571.5
1726.000,00:28:46,5571.5
1728.000,00:28:48,5571.5
1730.000,00:28:50,55715
1732.000,00:28:52,55715
1734.000,00:28:54,55715
1736.000,00:28:56,55715
1738.000,00:28:58,55715
1740.000,00:29:00,55715
1742.000,00:29:02,55715
1744.000,00:29:04,55715
1746.000,00:29:06,55715
1748.000,00:29:08,55715
1750.000,00:29:10,55715
1752.000,00:29:12,55715
1754.000,00:29:14,55715
1756.000,00:29:16,55715
1758.000,00:29:18,55715
1760.000,00:29:20,5577.5
1762.000,00:29:22,55715
1764.000,00:29:24,55715
1766.000,00:29:26,55715
1768.000,00:29:28,55715
1770.000,00:29:30,55715
1772.000,00:29:32,55715
1774.000,00:29:34,55715
1776.000,00:29:36,55715
1778.000,00:29:38,55715
1780.000,00:29:40,55715
1782.000,00:29:42,55715
1784.000,00:29:44,55715
1786.000,00:29:46,55715
1788.000,00:29:48,55715
1790.000,00:29:50,55775
1792.000,00:29:52,55775
1794.000,00:29:54,55775
1796.000,00:29:56,55775
1798.000,00:29:58,55775
1800.000,00:30:00,55775
1802.000,00:30:02,55775
1804.000,00:30:04,55775
1806.000,00:30:06,55775
1808.000,00:30:08,55775
1810.000,00:30:10,55775
1812.000,00:30:12,55775
1814.000,00:30:14,55775
1816.000,00:30:16,55775
1818.000,00:30:18,55775
1820.000,00:30:20,55775
1822.000,00:30:22,5571.5
1824.000,00:30:24,5571.5
1826.000,00:30:26,5571.5
1828.000,00:30:28,5571.5
1830.000,00:30:30,5571.5
1832.000,00:30:32,5571.5
1834.000,00:30:34,5571.5
1836.000,00:30:36,5571.5
1838.000,00:30:38,5571.5
1840.000,00:30:40,5571.5
1842.000,00:30:42,5571.5
1844.000,00:30:44,5571.5
1846.000,00:30:46,5571.5
1848.000,00:30:48,5571.5
1850.000,00:30:50,5571.5
1852.000,00:30:52,55715
1854.000,00:30:54,55715
1856.000,00:30:56,55715
1858.000,00:30:58,55715
1860.000,00:31:00,55715
1862.000,00:31:02,55715
1864.000,00:31:04,55715
1866.000,00:31:06,55715
1868.000,00:31:08,55715
1870.000,00:31:10,55715
1872.000,00:31:12,55715
1874.000,00:31:14,55715
1876.000,00:31:16,55715
1878.000,00:31:18,55715
1880.000,00:31:20,55715
1882.000,00:31:22,5571.5
1884.000,00:31:24,55775
1886.000,00:31:26,55775
1888.000,00:31:28,55775
1890.000,00:31:30,55775
1892.000,00:31:32,55775
1894.000,00:31:34,55775
1896.000,00:31:36,55775
1898.000,00:31:38,55775
1900.000,00:31:40,55775
1902.000,00:31:42,55775
1904.000,00:31:44,5578.0
1906.000,00:31:46,5578.0
1908.000,00:31:48,5578.0
1910.000,00:31:50,5578.0
1912.000,00:31:52,55780
1914.000,00:31:54,5578.0
1916.000,00:31:56,55715
1918.000,00:31:58,5578.0
1920.000,00:32:00,5578.0
1922.000,00:32:02,5578.0
1924.000,00:32:04,5578.0
1926.000,00:32:06,55715
1928.000,00:32:08,55715
1930.000,00:32:10,55715
1932.000,00:32:12,55715
1934.000,00:32:14,5578.0
1936.000,00:32:16,5578.0
1938.000,00:32:18,5578.0
1940.000,00:32:20,5578.0
1942.000,00:32:22,5578.0
1944.000,00:32:24,5578.0
1946.000,00:32:26,55715
1948.000,00:32:28,55715
1950.000,00:32:30,5578.0
1952.000,00:32:32,5578.0
1954.000,00:32:34,5578.0
1956.000,00:32:36,5578.0
1958.000,00:32:38,5578.0
1960.000,00:32:40,55715
1962.000,00:32:42,55715
1964.000,00:32:44,55715
1966.000,00:32:46,5571.5
1968.000,00:32:48,5578.0
1970.000,00:32:50,5578.0
1972.000,00:32:52,55775
1974.000,00:32:54,5578.0
1976.000,00:32:56,5578.0
1978.000,00:32:58,5578.0
1980.000,00:33:00,5578.0
1982.000,00:33:02,5578.0
1984.000,00:33:04,5578.0
1986.000,00:33:06,5578.0
1988.000,00:33:08,5578.0
1990.000,00:33:10,55715
1992.000,00:33:12,5578.0
1994.000,00:33:14,5578.0
1996.000,00:33:16,5578.0
1998.000,00:33:18,5578.0
2000.000,00:33:20,5578.0
2002.000,00:33:22,5578.0
2004.000,00:33:24,5578.0
2006.000,00:33:26,5578.0
2008.000,00:33:28,5578.0
2010.000,00:33:30,5578.0
2012.000,00:33:32,5577.5
2014.000,00:33:34,5577.5
2016.000,00:33:36,5578.0
2018.000,00:33:38,5572.5
2020.000,00:33:40,5572.5
2022.000,00:33:42,5572.5
2024.000,00:33:44,5572.5
2026.000,00:33:46,5578.0
2028.000,00:33:48,5578.0
2030.000,00:33:50,5577.5
2032.000,00:33:52,5577.5
